1,กวินทร์ ธรรมสัจจานันท์  ,goalkeeper,1
2,นฤบดินทร์ วีรวัฒโนดม,defender,1
3,พรรษา เหมวิบูลย์,defender,1
4,ธนบูรณ์ เกศารัตน์,defender,1
5,ธีราทร บุญมาทัน,defender,1
6,สารัช อยู่เย็น,midfield,1
7,ชาริล ชัปปุยส์,midfield,1
8,ชนาธิป สรงกระสินธ์,midfield,1
9,สุภโชค สารชาติ,forward,1
10,ธีรศิลป์ แดงดา,forward,1
11,เจริญศักดิ์ วงษ์กรณ์,forward,1
